genename,Tot.var,at_least_1patho,Tot.mis.var,Frac.P,Frac.LP,Frac.P.LP,Frac.B,Frac.LB,Frac.B.LB,Frac.VUS,Frac.conflict,Len.of.Protein,cancer.gene,Norm.tot.mis.var,Ps_cnt,Ps_IR_cnt,Ps_b_cnt,Ps_p_cnt,p.ir,p.b,p.p,Bs_cnt,Bs_IR_cnt,Bs_b_cnt,Bs_p_cnt,b.ir,b.b,b.p,VUS_cnt,VUS_IR_cnt,VUS_b_cnt,VUS_p_cnt,vus.ir,vus.b,vus.p,gnomad_var,gnomad_revel,gnomad_revel_IR,gnomad_IR_frac,gnomad_mis,gnomad_mis_revel,gnomad_mis_revel_IR,gnomad_mis_revel_IR_frac
LGALS9B,1,N,1,0,0,0,1,0,0,0,0,356,N,0.002808989,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,468,164,27,0.164634146,164,164,27,0.164634146
LGALSL,1,N,0,0,0,0,0,0,0,0,0,172,N,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,259,80,39,0.4875,70,70,34,0.485714286
LGI1,234,Y,104,0.096153846,0.009615385,0,0,0.048076923,0.009615385,0.798076923,0.038461538,557,N,0.186714542,11,1,0,10,0.090909091,0,0.909090909,6,3,2,1,0.5,0.333333333,0.166666667,83,33,26,24,0.397590361,0.313253012,0.289156627,467,163,77,0.472392638,81,81,37,0.456790123
LGI3,2,N,2,0,0,0,0.5,0.5,0,0,0,548,N,0.003649635,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,860,328,112,0.341463415,311,311,112,0.360128617
LGI4,54,Y,12,0.333333333,0.25,0,0.166666667,0.166666667,0,0.083333333,0,537,N,0.022346369,10,3,5,2,0.3,0.5,0.2,10,0,9,1,0,0.9,0.1,2,0,1,1,0,0.5,0.5,1050,335,81,0.241791045,286,286,101,0.353146853
LGMN,2,N,0,0,0,0,0,0,0,0,0,433,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757,249,53,0.212851406,209,209,52,0.248803828
LGR4,8,N,2,0,0,0,1,0,0,0,0,951,N,0.002103049,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,0,0,0,0,0,0,0,820,33,11,0.333333333,259,259,85,0.328185328
LGR5,9,N,6,0,0,0,0.5,0.5,0,0,0,907,N,0.006615215,0,0,0,0,0,0,0,6,3,3,0,0.5,0.5,0,0,0,0,0,0,0,0,1203,435,119,0.273563218,484,484,136,0.280991736
LGR6,6,N,2,0,0,0,1,0,0,0,0,967,N,0.002068252,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1672,548,145,0.26459854,507,507,145,0.285996055
LGSN,1,N,1,0,0,0,1,0,0,0,0,509,N,0.001964637,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,645,318,96,0.301886792,303,303,96,0.316831683
LHB,48,Y,12,0.166666667,0,0,0.416666667,0.25,0.083333333,0.083333333,0,141,N,0.085106383,2,1,0,1,0.5,0,0.5,10,2,8,0,0.2,0.8,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
LHCGR,146,Y,45,0.466666667,0.044444444,0.022222222,0.044444444,0.044444444,0.066666667,0.133333333,0.177777778,699,N,0.064377682,25,4,1,20,0.16,0.04,0.8,7,3,4,0,0.428571429,0.571428571,0,6,1,2,3,0.166666667,0.333333333,0.5,961,377,107,0.283819629,356,356,107,0.300561798
LHFPL3,5,N,1,0,0,0,0,1,0,0,0,236,N,NA,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,355,103,49,0.475728155,89,89,48,0.539325843
LHFPL5,140,Y,23,0.173913043,0,0.043478261,0,0.043478261,0,0.608695652,0.130434783,219,N,0.105022831,5,1,0,4,0.2,0,0.8,1,0,1,0,0,1,0,14,8,4,2,0.571428571,0.285714286,0.142857143,282,124,46,0.370967742,124,124,46,0.370967742
LHPP,3,N,1,0,0,0,1,0,0,0,0,270,N,0.003703704,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,520,158,40,0.253164557,125,125,30,0.24
LHX2,1,N,0,0,0,0,0,0,0,0,0,406,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,520,258,101,0.391472868,144,144,84,0.583333333
LHX3,222,Y,22,0.090909091,0,0,0,0.090909091,0,0.590909091,0.227272727,397,N,0.055415617,2,0,0,2,0,0,1,18,2,16,0,0.111111111,0.888888889,0,13,7,3,3,0.538461538,0.230769231,0.230769231,603,229,93,0.406113537,207,207,93,0.449275362
LHX4,87,Y,27,0.111111111,0.037037037,0,0.148148148,0.111111111,0,0.481481481,0.074074074,462,N,0.058441558,4,0,1,3,0,0.25,0.75,7,3,1,3,0.428571429,0.142857143,0.428571429,13,8,1,4,0.615384615,0.076923077,0.307692308,538,207,113,0.54589372,206,206,112,0.54368932
LHX5,1,N,0,0,0,0,0,0,0,0,0,474,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,120,60,0.5,131,131,66,0.503816794
LHX6,1,N,0,0,0,0,0,0,0,0,0,363,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,595,137,87,0.635036496,84,84,58,0.69047619
LHX8,3,N,1,0,0,0,1,0,0,0,0,356,N,0.002808989,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,497,139,77,0.553956835,139,139,77,0.553956835
LHX9,2,N,1,0,0,0,0,0,0,1,0,397,N,0.002518892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,641,236,122,0.516949153,156,156,87,0.557692308
LIAS,228,Y,110,0.009090909,0.036363636,0,0.018181818,0.045454545,0.009090909,0.854545455,0.027272727,372,N,0.295698925,4,1,0,3,0.25,0,0.75,2,0,2,0,0,1,0,93,27,30,36,0.290322581,0.322580645,0.387096774,839,227,72,0.317180617,153,153,54,0.352941176
LIF,1,N,1,0,0,0,1,0,0,0,0,202,N,0.004950495,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,309,136,48,0.352941176,112,112,47,0.419642857
LIFR,509,Y,61,0.016393443,0.016393443,0,0.114754098,0,0.032786885,0.721311475,0.098360656,1097,Y,0.055606199,2,1,0,1,0.5,0,0.5,9,0,9,0,0,1,0,44,10,31,3,0.227272727,0.704545455,0.068181818,1397,574,80,0.139372822,573,573,80,0.139616056
LIG1,64,N,23,0,0,0,0.434782609,0.130434783,0,0.434782609,0,919,N,0.025027203,0,0,0,0,0,0,0,15,0,15,0,0,1,0,10,4,4,2,0.4,0.4,0.2,1953,447,80,0.178970917,525,525,118,0.224761905
LIG3,31,N,16,0,0,0,0.1875,0.375,0,0.4375,0,1009,N,0.015857284,0,0,0,0,0,0,0,9,1,7,1,0.111111111,0.777777778,0.111111111,7,3,4,0,0.428571429,0.571428571,0,1498,570,133,0.233333333,432,432,115,0.266203704
LIG4,278,Y,167,0.023952096,0.041916168,0,0.02994012,0.023952096,0,0.844311377,0.035928144,911,N,0.183315038,11,1,0,10,0.090909091,0,0.909090909,9,0,9,0,0,1,0,137,28,89,20,0.204379562,0.649635036,0.145985401,706,467,108,0.231263383,467,467,108,0.231263383
LILRA6,1,N,1,0,0,0,1,0,0,0,0,481,N,0.002079002,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,746,194,1,0.005154639,253,253,2,0.007905138
LILRB1,2,N,1,0,0,0,1,0,0,0,0,652,N,0.001533742,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1658,422,0,0,500,500,0,0
LILRB5,1,N,1,0,0,0,1,0,0,0,0,590,N,NA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1240,336,3,0.008928571,406,406,5,0.012315271
LIM2,52,Y,17,0.117647059,0,0,0,0,0,0.823529412,0.058823529,173,N,0.098265896,2,0,0,2,0,0,1,0,0,0,0,0,0,0,14,1,6,7,0.071428571,0.428571429,0.5,522,118,24,0.203389831,159,159,30,0.188679245
LIMA1,2,N,1,0,0,0,0,0,0,0,0,759,N,0.001317523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,287,113,0.393728223,316,316,123,0.389240506
LIMD1,2,N,1,0,0,0,1,0,0,0,0,676,N,0.00147929,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,843,382,68,0.178010471,371,371,67,0.180592992
LIMK1,36,N,6,0,0,0,0.666666667,0.333333333,0,0,0,647,N,0.00927357,0,0,0,0,0,0,0,6,1,4,1,0.166666667,0.666666667,0.166666667,0,0,0,0,0,0,0,1031,299,97,0.324414716,278,278,96,0.345323741
LIMK2,1,N,0,0,0,0,0,0,0,0,0,638,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,307,105,0.342019544,269,269,101,0.375464684
LIMS1,2,N,1,0,0,0,1,0,0,0,0,325,N,0.003076923,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,540,166,43,0.259036145,113,113,39,0.345132743
LIMS2,137,Y,52,0.019230769,0,0,0,0.019230769,0.019230769,0.942307692,0,341,N,0.152492669,1,1,0,0,1,0,0,14,8,6,0,0.571428571,0.428571429,0,52,20,13,19,0.384615385,0.25,0.365384615,936,266,98,0.368421053,66,66,20,0.303030303
LIN28A,1,N,0,0,0,0,0,0,0,0,0,209,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,104,19,0.182692308,104,104,19,0.182692308
LIN28B,1,N,0,0,0,0,0,0,0,0,0,250,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,97,27,0.278350515,97,97,27,0.278350515
LIN7A,1,N,0,0,0,0,0,0,0,0,0,233,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,102,35,0.343137255,39,38,14,0.368421053
LIN7B,2,N,0,0,0,0,0,0,0,0,0,207,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,143,21,0.146853147,90,90,26,0.288888889
LIN9,1,N,0,0,0,0,0,0,0,0,0,542,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,266,40,0.15037594,177,177,40,0.225988701
LINGO1,12,Y,3,0.666666667,0,0,0,0,0,0.333333333,0,620,N,0.00483871,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,535,242,97,0.400826446,242,242,97,0.400826446
LINGO2,1,N,1,0,0,0,1,0,0,0,0,606,N,0.001650165,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,521,311,114,0.366559486,311,311,114,0.366559486
LINGO4,3,N,2,0,0,0,0,0,0,1,0,652,N,0.003067485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0.5,0.5,54,23,9,0.391304348,23,23,9,0.391304348
LINS1,111,Y,38,0,0.026315789,0,0.157894737,0.052631579,0.052631579,0.578947368,0.131578947,757,N,0.050198151,1,1,0,0,1,0,0,10,0,10,0,0,1,0,22,4,18,0,0.181818182,0.818181818,0,NA,NA,NA,NA,NA,NA,NA,NA
LIPA,298,Y,82,0,0.414634146,0.048780488,0.012195122,0,0.012195122,0.402439024,0.109756098,399,N,0.205513784,39,8,2,29,0.205128205,0.051282051,0.743589744,6,0,6,0,0,1,0,34,13,20,1,0.382352941,0.588235294,0.029411765,1402,670,156,0.232835821,158,158,58,0.367088608
LIPC,110,Y,28,0.035714286,0.035714286,0,0.107142857,0,0.035714286,0.714285714,0.071428571,499,N,0.056112224,2,1,0,1,0.5,0,0.5,4,1,3,0,0.25,0.75,0,20,6,7,7,0.3,0.35,0.35,1057,359,105,0.292479109,341,341,104,0.304985337
LIPE,64,Y,21,0,0,0,0.571428571,0.238095238,0,0.142857143,0.047619048,1076,N,0.019516729,0,0,0,0,0,0,0,17,2,15,0,0.117647059,0.882352941,0,3,1,2,0,0.333333333,0.666666667,0,1427,509,89,0.174852652,599,599,104,0.173622705
LIPF,1,N,1,0,0,0,0,1,0,0,0,398,N,0.002512563,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,532,199,71,0.35678392,194,194,71,0.365979381
LIPG,4,N,3,0,0,0,1,0,0,0,0,500,N,0.006,0,0,0,0,0,0,0,3,2,1,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,768,264,95,0.359848485,264,264,95,0.359848485
LIPH,27,Y,5,0.4,0,0.2,0.2,0.2,0,0,0,451,N,0.011086475,3,0,0,3,0,0,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,664,238,85,0.357142857,211,211,81,0.383886256
LIPI,2,N,2,0,0,0,0.5,0,0,0.5,0,460,N,0.004347826,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,732,290,98,0.337931034,268,268,97,0.361940299
LIPN,43,Y,5,0,0,0,0.8,0.2,0,0,0,470,N,0.010638298,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,0,0,0,0,0,0,0,507,220,67,0.304545455,217,217,66,0.304147465
LIPT1,48,Y,12,0.166666667,0.25,0,0.083333333,0.083333333,0,0.416666667,0,373,N,0.032171582,5,1,1,3,0.2,0.2,0.6,2,0,0,2,0,0,1,5,1,0,4,0.2,0,0.8,301,181,26,0.143646409,179,179,25,0.139664804
LIPT2,15,Y,6,0,0.166666667,0.333333333,0.333333333,0,0,0.166666667,0,291,N,0.020618557,3,0,0,3,0,0,1,3,1,2,0,0.333333333,0.666666667,0,2,1,1,0,0.5,0.5,0,459,16,9,0.5625,88,88,38,0.431818182
LITAF,214,Y,77,0.051948052,0,0.012987013,0.038961039,0.064935065,0,0.727272727,0.103896104,161,N,0.47826087,5,1,0,4,0.2,0,0.8,11,4,6,1,0.363636364,0.545454545,0.090909091,64,34,15,15,0.53125,0.234375,0.234375,821,166,73,0.439759036,98,98,65,0.663265306
LLGL1,12,N,3,0,0,0,1,0,0,0,0,1064,N,0.002819549,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,2939,1026,313,0.305068226,583,583,160,0.274442539
LLGL2,9,N,5,0,0,0,1,0,0,0,0,1020,N,0.004901961,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,0,0,0,0,0,0,0,2466,959,226,0.235662148,657,657,193,0.293759513
LMAN1,124,Y,18,0.055555556,0,0,0.166666667,0.055555556,0,0.722222222,0,581,N,0.030981067,1,1,0,0,1,0,0,4,0,4,0,0,1,0,13,3,10,0,0.230769231,0.769230769,0,826,273,76,0.278388278,273,273,76,0.278388278
LMAN2,2,N,2,0,0,0,1,0,0,0,0,356,N,0.005617978,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,647,257,73,0.284046693,237,237,73,0.308016878
LMAN2L,7,Y,2,0.5,0,0,0,0,0,0.5,0,348,N,0.005747126,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1062,398,95,0.238693467,204,204,59,0.289215686
LMBR1,213,Y,15,0,0,0,0.4,0.066666667,0,0.466666667,0.066666667,490,N,0.030612245,0,0,0,0,0,0,0,8,1,7,0,0.125,0.875,0,7,2,5,0,0.285714286,0.714285714,0,829,229,50,0.218340611,207,207,50,0.241545894
LMBRD1,141,Y,34,0,0,0,0.029411765,0.029411765,0,0.911764706,0.029411765,540,N,0.062962963,0,0,0,0,0,0,0,2,1,1,0,0.5,0.5,0,31,13,18,0,0.419354839,0.580645161,0,828,274,68,0.248175182,238,238,53,0.222689076
LMBRD2,7,Y,3,0,0.333333333,0,0.333333333,0,0,0.333333333,0,729,N,0.004115226,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,748,244,71,0.290983607,243,243,71,0.29218107
LMF1,121,Y,25,0,0,0,0.72,0.12,0.04,0.08,0.04,567,N,0.044091711,0,0,0,0,0,0,0,19,0,19,0,0,1,0,2,1,1,0,0.5,0.5,0,2449,479,131,0.27348643,460,460,130,0.282608696
LMLN,4,N,0,0,0,0,0,0,0,0,0,655,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737,227,42,0.185022026,216,216,40,0.185185185
LMNA,1268,Y,653,0.104134763,0.073506891,0.041347626,0,0.001531394,0.003062787,0.583460949,0.099540582,664,Y,0.983433735,140,17,0,123,0.121428571,0,0.878571429,6,0,5,1,0,0.833333333,0.166666667,376,174,26,176,0.462765957,0.069148936,0.468085106,1021,344,155,0.450581395,261,261,145,0.555555556
LMNB1,96,Y,16,0.25,0,0,0.1875,0.0625,0,0.4375,0.0625,586,N,0.027303754,4,1,0,3,0.25,0,0.75,4,3,0,1,0.75,0,0.25,7,3,2,2,0.428571429,0.285714286,0.285714286,634,230,121,0.526086957,230,230,121,0.526086957
LMNB2,283,Y,136,0.022058824,0,0,0.014705882,0.088235294,0.007352941,0.830882353,0.022058824,674,N,0.201780415,3,1,1,1,0.333333333,0.333333333,0.333333333,13,2,11,0,0.153846154,0.846153846,0,108,23,78,7,0.212962963,0.722222222,0.064814815,683,200,49,0.245,275,274,61,0.222627737
LMO1,1,N,0,0,0,0,0,0,0,0,0,156,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,10,4,0.4,86,86,27,0.313953488
LMO2,1,N,0,0,0,0,0,0,0,0,0,158,Y,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,308,16,3,0.1875,68,68,23,0.338235294
LMO3,1,N,0,0,0,0,0,0,0,0,0,145,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285,57,8,0.140350877,30,30,8,0.266666667
LMO7,9,N,3,0,0,0,1,0,0,0,0,1631,N,0.001839362,0,0,0,0,0,0,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,2396,1215,221,0.181893004,846,846,157,0.185579196
LMOD1,15,Y,6,0,0,0,0.5,0,0,0.5,0,600,N,0.01,0,0,0,0,0,0,0,3,0,3,0,0,1,0,3,1,1,1,0.333333333,0.333333333,0.333333333,525,277,52,0.187725632,276,276,51,0.184782609
LMOD2,5,N,0,0,0,0,0,0,0,0,0,547,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,294,86,0.292517007,85,85,25,0.294117647
LMOD3,221,Y,124,0.024193548,0,0,0.040322581,0.048387097,0.064516129,0.782258065,0.040322581,560,N,0.221428571,3,3,0,0,1,0,0,18,3,13,2,0.166666667,0.722222222,0.111111111,97,15,72,10,0.154639175,0.742268041,0.103092784,582,338,69,0.204142012,338,338,69,0.204142012
LMTK2,7,N,1,0,0,0,1,0,0,0,0,157,N,0.006369427,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1780,874,273,0.312356979,778,778,252,0.323907455
LMTK3,8,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002,269,68,0.252788104,358,358,90,0.251396648
LMX1A,22,Y,3,0.666666667,0,0,0,0,0,0,0.333333333,382,N,0.007853403,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503,175,85,0.485714286,175,175,85,0.485714286
LMX1B,312,Y,49,0.244897959,0.142857143,0.020408163,0,0.06122449,0.040816327,0.489795918,0,402,N,0.121890547,20,0,0,20,0,0,1,5,3,2,0,0.6,0.4,0,24,13,5,6,0.541666667,0.208333333,0.25,602,175,110,0.628571429,170,170,106,0.623529412
LNPK,6,Y,2,0,0,0,0.5,0,0,0.5,0,428,N,0.004672897,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
LNX2,1,N,0,0,0,0,0,0,0,0,0,690,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,347,75,0.216138329,347,347,75,0.216138329
LOC101927583,1,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC102724428,1,Y,1,1,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC106804613,1,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC107133510,1,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC107986752,1,N,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC110806306,1,Y,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC111365204,3,Y,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOC112486220,1,Y,0,0,0,0,0,0,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LONP1,182,Y,43,0.093023256,0.093023256,0,0.162790698,0.046511628,0.11627907,0.418604651,0.069767442,959,N,0.044838373,8,4,0,4,0.5,0,0.5,14,2,11,1,0.142857143,0.785714286,0.071428571,17,7,7,3,0.411764706,0.411764706,0.176470588,1077,262,62,0.236641221,338,338,84,0.24852071
LONRF2,1,N,0,0,0,0,0,0,0,0,0,754,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669,260,55,0.211538462,260,260,55,0.211538462
LORICRIN,17,Y,5,0,0.2,0,0.4,0.4,0,0,0,312,N,NA,1,0,1,0,0,1,0,5,0,5,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
LOX,63,Y,29,0.068965517,0.068965517,0.034482759,0.068965517,0.103448276,0.068965517,0.586206897,0,417,N,0.069544365,5,1,1,3,0.2,0.2,0.6,7,0,7,0,0,1,0,17,5,12,0,0.294117647,0.705882353,0,552,208,36,0.173076923,208,208,36,0.173076923
LOXHD1,1056,Y,286,0.003496503,0.013986014,0,0.013986014,0.066433566,0.020979021,0.737762238,0.143356643,2067,N,0.13836478,19,5,11,3,0.263157895,0.578947368,0.157894737,187,18,165,4,0.096256684,0.882352941,0.021390374,215,81,112,22,0.376744186,0.520930233,0.102325581,3017,1439,429,0.298123697,703,703,235,0.33428165
LOXL1,6,N,2,0,0,0,0,0,0,0,0,639,N,0.00312989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519,221,59,0.266968326,221,221,59,0.266968326
LOXL2,4,N,1,0,0,0,1,0,0,0,0,774,N,0.00129199,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1090,525,125,0.238095238,439,439,115,0.261958998
LOXL3,9,N,6,0,0,0,0.666666667,0,0,0.333333333,0,753,N,0.007968127,0,0,0,0,0,0,0,5,1,4,0,0.2,0.8,0,2,1,0,1,0.5,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
LPA,9,Y,3,0,0,0,1,0,0,0,0,2040,N,NA,0,0,0,0,0,0,0,3,2,1,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,2578,1041,319,0.306436119,1041,1041,319,0.306436119
LPAR1,1,N,0,0,0,0,0,0,0,0,0,364,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374,136,48,0.352941176,127,127,47,0.37007874
LPAR2,5,N,0,0,0,0,0,0,0,0,0,351,N,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,86,36,9,0.25,45,45,9,0.2
LPAR3,3,N,1,0,0,0,1,0,0,0,0,353,N,0.002832861,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,346,198,62,0.313131313,197,197,61,0.30964467
LPAR4,2,N,2,0,0,0,0.5,0.5,0,0,0,370,N,0.005405405,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,185,107,26,0.242990654,107,107,26,0.242990654
LPCAT1,2,N,0,0,0,0,0,0,0,0,0,603,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951,257,74,0.287937743,257,257,74,0.287937743
LPCAT2,4,Y,3,0,0,0,1,0,0,0,0,612,N,0.004901961,0,0,0,0,0,0,0,3,2,1,0,0.666666667,0.333333333,0,0,0,0,0,0,0,0,900,323,129,0.399380805,183,183,70,0.382513661
LPCAT3,2,N,0,0,0,0,0,0,0,0,0,560,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319,67,17,0.253731343,75,75,21,0.28
LPGAT1,1,N,0,0,0,0,0,0,0,0,0,370,N,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322,101,29,0.287128713,100,100,28,0.28
LPIN1,281,Y,42,0,0,0,0.095238095,0.023809524,0.023809524,0.80952381,0.047619048,890,N,0.047191011,0,0,0,0,0,0,0,6,1,5,0,0.166666667,0.833333333,0,34,14,8,12,0.411764706,0.235294118,0.352941176,1381,508,169,0.332677165,481,481,168,0.349272349
LPIN2,517,Y,152,0.006578947,0.006578947,0,0.006578947,0.013157895,0.026315789,0.888157895,0.052631579,896,N,0.169642857,2,1,0,1,0.5,0,0.5,7,4,2,1,0.571428571,0.285714286,0.142857143,135,52,57,26,0.385185185,0.422222222,0.192592593,1384,413,144,0.348668281,397,397,144,0.362720403
